Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
aloha-eliquids-apples-and-tea,Apples and Tea,"Imagine that green can fresh out of the fridge and now imagine yourself enjoying the taste of a crisp and refreshing apple citrus lime iced tea in your vape.","Aloha eLiquids",E Liquid,"e-Juice preorder,70% VG",true,Bottle Size,15ml,Nicotine Level,0mg,PG/VG Ratio,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,false,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,15ml,,3mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,15ml,,6mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,15ml,,12mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,30ml,,0mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,30ml,,3mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,30ml,,6mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,30ml,,12mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,120ml,,0mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,120ml,,3mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,120ml,,6mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-apples-and-tea,,,,,,,,120ml,,12mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Apples and Tea - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,Passion Fruit  Lilikoi,"Imagine that green can fresh out of the fridge and now imagine yourself enjoying the taste of a crisp and refreshing apple citrus lime iced tea in your vape.","Aloha eLiquids",E Liquid,"e-Juice preorder,70% VG",true,Bottle Size,15ml,Nicotine Level,0mg,PG/VG Ratio,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,false,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,15ml,,3mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,15ml,,6mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,15ml,,12mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,30ml,,0mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,30ml,,3mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,30ml,,6mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,30ml,,12mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,120ml,,0mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,120ml,,3mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,120ml,,6mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--lilikoi,,,,,,,,120ml,,12mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Lilikoi - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,Passion Fruit  Oranges,"A sweet orange bang with a sensational mix of the exotic fruitiness of Passion fruit straight from the islands of Hawaii.","Aloha eLiquids",E Liquid,"e-Juice preorder,70% VG",true,Bottle Size,15ml,Nicotine Level,0mg,PG/VG Ratio,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,false,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,15ml,,3mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,15ml,,6mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,15ml,,12mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,30ml,,0mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,30ml,,3mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,30ml,,6mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,30ml,,12mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,120ml,,0mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,120ml,,3mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,120ml,,6mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-passion-fruit--oranges,,,,,,,,120ml,,12mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Passion Fruit  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,Pineapple  Oranges,"Introducing a Sweet, Dole Plantation like organic Pineapple taste with a sweet and ripe sensation of freshly squeezed oranges.","Aloha eLiquids",E Liquid,"e-Juice preorder,70% VG",true,Bottle Size,15ml,Nicotine Level,0mg,PG/VG Ratio,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,false,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,15ml,,3mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,15ml,,6mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,15ml,,12mg,,70% VG,"",15,shopify,0,continue,manual,12.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,30ml,,0mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,30ml,,3mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,30ml,,6mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,30ml,,12mg,,70% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,120ml,,0mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,120ml,,3mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,120ml,,6mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
aloha-eliquids-pineapple--oranges,,,,,,,,120ml,,12mg,,70% VG,"",120,shopify,0,continue,manual,60.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Aloha eLiquids - Pineapple  Oranges - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,Antiben Cream,"Have you found yourself desiring the intangible? Hungry for solutions never met? Then this tonic is just the answer! Bright and tangy melon blend with rich creams to produce a taste near indescribable. When enough just isn’t enough, look no further. ","Apothecary Tonics",E Liquid,"e-Juice preorder,60% VG ",true,Bottle Size,30ml,Nicotine Level,0mg,PG/VG Ratio,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,false,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,,,,,,,,30ml,,3mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,,,,,,,,30ml,,6mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,,,,,,,,30ml,,12mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,,,,,,,,30ml,,18mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-antiben-cream,,,,,,,,30ml,,24mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Antiben Cream - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,Atomic Nostrum,"Man has tamed the very power that binds you and I to our corporeal forms, and The Apothecary has distilled that godly essence into the strongest of curatives! Behold as your senses are warped by the tart and spicy flavors of coastal fruit and eastern seeds. Be warned: This tonic will make the weakest of you into the most bold! Contains over 9000% recommended daily dose of Vim and Vigor!","Apothecary Tonics",E Liquid,"e-Juice preorder,60% VG ",true,Bottle Size,30ml,Nicotine Level,0mg,PG/VG Ratio,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,false,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,,,,,,,,30ml,,3mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,,,,,,,,30ml,,6mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,,,,,,,,30ml,,12mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,,,,,,,,30ml,,18mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-atomic-nostrum,,,,,,,,30ml,,24mg,,60% VG ,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Atomic Nostrum - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,Huxleys Compote,"Do you shake in mortal terror at the thought of stepping into the unknown? Are exciting adventures and new lands simply too much for you to take? Then this is the tonic for you! A jumble of intoxicating fruits await in this bewildering blend of sharp and sweet tastes. Reawaken your spirit of adventure! Also handy for those suffering Adult Onset Spiritual Colic.","Apothecary Tonics",E Liquid,"e-Juice preorder, 60% VG",true,Bottle Size,30ml,Nicotine Level,0mg,PG/VG Ratio, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,false,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,,,,,,,,30ml,,3mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,,,,,,,,30ml,,6mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,,,,,,,,30ml,,12mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,,,,,,,,30ml,,18mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-huxleys-compote,,,,,,,,30ml,,24mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Huxleys Compote - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-langstroms-leather,Langstroms Leather,"Whether plowing the north forty, wrangling a herd, or presiding in an investigation, many say nothing beats a freshly rolled smoke to steady the hand. Well, this humble apothecarius begs to differ! This tonic brings the best parts of tobaccos fresh, toasted, and cured! Bold yet smooth, biting yet satisfying, this tonic can sate the strongest need for a smoke. Enjoy any time, even in the company of those with delicate noses!","Apothecary Tonics",E Liquid,"e-Juice preorder, 60% VG",true,Bottle Size,30ml,Nicotine Level,0mg,PG/VG Ratio, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Langstroms Leather - E Liquid,false,,,,,,,,,,,,,,,,,g
apothecary-tonics-langstroms-leather,,,,,,,,30ml,,3mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Langstroms Leather - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-langstroms-leather,,,,,,,,30ml,,6mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Langstroms Leather - E Liquid,,,,,,,,,,,,,,,,,,g
apothecary-tonics-langstroms-leather,,,,,,,,30ml,,12mg,, 60% VG,"",30,shopify,0,continue,manual,24.0,,true,true,,https://www.dropbox.com/s/9d4yghm3lzjl8jt/VapeRoomlogo_square.png?dl=0&preview=VapeRoomlogo_square.png,Apothecary Tonics - Langstroms Leather - E Liquid,,,,,,,,,,,,,,,,,,g
